Date,Close,Volume,Daily_Return_pct,article_count,mean_sentiment,positive_count,negative_count
2024-01-02,248.4199981689453,104654200,-0.02414583049958896,3.0,-0.510204533735911,0.0,2.0
2024-01-03,238.4499969482422,121082600,-4.013364984377277,0.0,0.0,0.0,0.0
2024-01-04,237.92999267578125,102629300,-0.21807686270334248,3.0,0.5583667556444804,2.0,0.0
2024-01-05,237.49000549316406,92488900,-0.1849229589212631,2.0,-0.3022531569004059,0.0,1.0
2024-01-08,240.4499969482422,85166600,1.2463646412957496,3.0,-0.5192877054214478,0.0,2.0
2024-01-09,234.9600067138672,96705700,-2.283214932024613,2.0,0.0,0.0,0.0
2024-01-10,233.94000244140625,91628500,-0.43411825132567694,1.0,0.0,0.0,0.0
2024-01-11,227.22000122070312,105873600,-2.8725319101363445,2.0,-0.44281381368637085,0.0,1.0
2024-01-12,218.88999938964844,123043800,-3.6660513098772496,2.0,0.07073190808296204,1.0,1.0
2024-01-16,219.91000366210938,115355000,0.46598943547220273,3.0,-0.46751195192337036,0.0,2.0
2024-01-17,215.5500030517578,103164400,-1.9826295019533036,2.0,-0.3622027337551117,0.0,1.0
2024-01-18,211.8800048828125,108595400,-1.7026203279913998,2.0,0.0,0.0,0.0
2024-01-19,212.19000244140625,102260300,0.14630807600990448,1.0,0.0,0.0,0.0
2024-01-22,208.8000030517578,117952500,-1.5976244642273096,3.0,-0.4322856863339742,0.0,2.0
2024-01-23,209.13999938964844,106605900,0.16283349277841364,3.0,-0.3036504586537679,0.0,1.0
2024-01-24,207.8300018310547,123369900,-0.6263735117226887,2.0,-0.48297154903411865,0.0,1.0
2024-01-25,182.6300048828125,198076800,-12.125293136804816,1.0,0.0,0.0,0.0
2024-01-26,183.25,107343200,0.3394815203478396,3.0,-0.32184197505315143,0.0,1.0
2024-01-29,190.92999267578125,125013100,4.190991910385411,3.0,-0.5520989696184794,0.0,2.0
2024-01-30,191.58999633789062,109982300,0.3456783572134414,1.0,-0.9186280369758606,0.0,1.0
2024-01-31,187.2899932861328,103221400,-2.244377647032403,2.0,0.0,0.0,0.0
2024-02-01,188.86000061035156,91843300,0.8382761388752824,1.0,0.0,0.0,0.0
2024-02-02,187.91000366210938,110612700,-0.5030164911426604,3.0,0.0,0.0,0.0
2024-02-05,181.05999755859375,134294400,-3.645365318513305,3.0,0.0,0.0,0.0
2024-02-06,185.10000610351562,122676000,2.23130928940527,1.0,0.0,0.0,0.0
2024-02-07,187.5800018310547,111535200,1.339813963135228,3.0,-0.6379989385604858,0.0,2.0
2024-02-08,189.55999755859375,83034000,1.0555473441792307,1.0,0.0,0.0,0.0
2024-02-09,193.57000732421875,84476300,2.1154303741671487,0.0,0.0,0.0,0.0
2024-02-12,188.1300048828125,95498600,-2.8103539988478476,3.0,-0.7063213785489401,0.0,3.0
2024-02-13,184.02000427246094,86759500,-2.1846598116614713,2.0,-0.5778792351484299,0.0,2.0
2024-02-14,188.7100067138672,81203000,2.5486372853585015,3.0,0.0,0.0,0.0
2024-02-15,200.4499969482422,120831800,6.221180550417671,1.0,0.0,0.0,0.0
2024-02-16,199.9499969482422,111346700,-0.24943876658132247,2.0,0.0,0.0,0.0
2024-02-20,193.75999450683594,104545800,-3.0957752117438453,3.0,-0.316016952196757,0.0,1.0
2024-02-21,194.77000427246094,103500300,0.521268473502845,1.0,0.0,0.0,0.0
2024-02-22,197.41000366210938,92739500,1.3554445406056326,2.0,0.0,0.0,0.0
2024-02-23,191.97000122070312,78841900,-2.7556873210526134,2.0,-0.3815139830112457,0.0,1.0
2024-02-26,199.39999389648438,111747100,3.870392576202142,3.0,0.1997666358947754,1.0,0.0
2024-02-27,199.72999572753906,108645400,0.1654974128163733,1.0,0.0,0.0,0.0
2024-02-28,202.0399932861328,99806200,1.156560160219966,2.0,0.0,0.0,0.0
2024-02-29,201.8800048828125,85907000,-0.07918650199801869,3.0,-0.48296531041463214,0.0,2.0
2024-03-01,202.63999938964844,82243100,0.3764585340074067,2.0,-0.7741234600543976,0.0,2.0
2024-03-04,188.13999938964844,134334900,-7.155546804023882,3.0,-0.6392551263173422,0.0,2.0
2024-03-05,180.74000549316406,119660800,-3.933237971984138,0.0,0.0,0.0,0.0
2024-03-06,176.5399932861328,107920900,-2.323786698783792,3.0,-0.30649274587631226,0.0,1.0
2024-03-07,178.64999389648438,102129000,1.1951969472048907,2.0,-0.48244011402130127,0.0,1.0
2024-03-08,175.33999633789062,85544600,-1.8527834714126334,3.0,0.08758749564488728,1.0,1.0
2024-03-11,177.77000427246094,85391500,1.3858834181150304,3.0,0.0,0.0,0.0
2024-03-12,177.5399932861328,87391700,-0.1293868373742013,3.0,-0.25813086827596027,0.0,1.0
2024-03-13,169.47999572753906,106524500,-4.539820808488959,1.0,-0.9737247824668884,0.0,1.0
2024-03-14,162.5,126325700,-4.118477639544138,2.0,0.3055572807788849,1.0,0.0
2024-03-15,163.57000732421875,97146800,0.6584660456730784,3.0,-0.5104801257451376,0.0,2.0
